Country,Year,male_death_rate,female_death_rate
Albania,1987,38.99,5.95
Albania,1988,41.27,6.97
Albania,1989,36.56,4.42
Albania,1992,29.7,5.68
Albania,1993,27.44,5.41
Albania,1994,23.65,5.54
Albania,1995,36.64,6.23
Albania,1996,39.12,8.27
Albania,1997,40.96,8.13
Albania,1998,39.86,8.48
Albania,1999,40.81,8.4
Albania,2000,39.09,8.5
Albania,2001,30.61,6.68
Albania,2002,34,9.25
Albania,2003,36.8,9.51
Albania,2004,32.13,8.95
Albania,2005,28.65,6.38
Albania,2006,28.07,7.28
Albania,2007,25.83,5.45
Albania,2008,29.83,6.55
Albania,2009,27.84,6.85
Albania,2010,19.26,0.51
Antigua and Barbuda,1961,5.18,0
Antigua and Barbuda,1962,0,0
Antigua and Barbuda,1963,14.92,17.43
Antigua and Barbuda,1964,19.19,0
Antigua and Barbuda,1966,11.05,7.71
Antigua and Barbuda,1969,14.89,3.72
Antigua and Barbuda,1970,23.33,0
Antigua and Barbuda,1971,31.78,41.62
Antigua and Barbuda,1972,25.96,4.12
Antigua and Barbuda,1973,1.96,7.46
Antigua and Barbuda,1974,4.25,4.1
Antigua and Barbuda,1975,13.27,3.57
Antigua and Barbuda,1976,0,0
Antigua and Barbuda,1977,0,0
Antigua and Barbuda,1978,4.98,3.8
Antigua and Barbuda,1983,0,0
Antigua and Barbuda,1985,4.28,3.19
Antigua and Barbuda,1986,12.72,0
Antigua and Barbuda,1987,8.29,0
Antigua and Barbuda,1988,18.14,15.99
Antigua and Barbuda,1989,7.47,3.22
Antigua and Barbuda,1990,25.01,3.75
Antigua and Barbuda,1991,5.42,3.86
Antigua and Barbuda,1992,24.36,11.28
Antigua and Barbuda,1993,3.29,3.32
Antigua and Barbuda,1994,11.31,0
Antigua and Barbuda,1995,21.33,3.35
Antigua and Barbuda,1998,7.61,0
Antigua and Barbuda,1999,17.96,7.31
Antigua and Barbuda,2000,7.59,6.43
Antigua and Barbuda,2001,2.91,2.96
Antigua and Barbuda,2002,0,2.97
Antigua and Barbuda,2003,14.02,2.18
Antigua and Barbuda,2004,3.57,3.11
Antigua and Barbuda,2005,8.77,2.79
Antigua and Barbuda,2006,8.19,2.52
Antigua and Barbuda,2007,11.28,6.59
Antigua and Barbuda,2008,5.05,4.58
Antigua and Barbuda,2009,23.53,3.85
Antigua and Barbuda,2012,18.12,2.2
Antigua and Barbuda,2013,4.64,2.23
Antigua and Barbuda,2014,1.89,4.11
Antigua and Barbuda,2015,4.36,0
Antigua and Barbuda,2016,16.83,1.91
Antigua and Barbuda,2017,8.37,1.93
Argentina,1966,44.43,5.67
Argentina,1967,50.98,6.15
Argentina,1968,52.27,7.43
Argentina,1969,52.59,7.06
Argentina,1970,52.6,6.64
Argentina,1977,46.37,6.26
Argentina,1978,47.01,6.35
Argentina,1979,46.25,6.13
Argentina,1980,48.43,5.95
Argentina,1981,49.64,6.34
Argentina,1982,42.52,6.17
Argentina,1983,44.43,6.27
Argentina,1984,45.2,6.66
Argentina,1985,44.69,6.16
Argentina,1986,43.59,6.13
Argentina,1987,46.12,6.43
Argentina,1988,44.15,6.84
Argentina,1989,43.57,6.67
Argentina,1990,41.63,6.62
Argentina,1991,44.36,7.17
Argentina,1992,42.6,7.05
Argentina,1993,42.34,7.21
Argentina,1994,42.55,7.36
Argentina,1995,41.49,7.23
Argentina,1996,41.65,7.4
Argentina,1997,40.57,7.33
Argentina,1998,40.71,8.03
Argentina,1999,40.84,8.03
Argentina,2000,39.49,7.66
Argentina,2001,36.77,7.89
Argentina,2002,36.11,8.04
Argentina,2003,36.06,8.25
Argentina,2004,35.18,8.71
Argentina,2005,34.58,8.71
Argentina,2006,35.04,9.1
Argentina,2007,33.99,9.1
Argentina,2008,33.33,9.33
Argentina,2009,32.48,9.49
Argentina,2010,31.72,9.59
Argentina,2011,31.57,10.04
Argentina,2012,30.61,9.99
Argentina,2013,29.42,10.43
Argentina,2014,28.71,10.62
Argentina,2015,29.57,10.69
Argentina,2016,27.84,10.5
Argentina,2017,27.18,10.48
Argentina,2018,25.88,10.11
Argentina,2019,24.76,10.4
Armenia,1981,35.92,4.69
Armenia,1982,35.65,5.5
Armenia,1985,41.22,6.31
Armenia,1986,40.98,7.2
Armenia,1987,39.94,6.28
Armenia,1988,47.72,7.05
Armenia,1989,46.32,6.9
Armenia,1990,51.36,7.4
Armenia,1991,49.99,6.01
Armenia,1992,45.04,7.44
Armenia,1993,40.77,6.69
Armenia,1994,36.68,5.89
Armenia,1995,37.88,4.41
Armenia,1996,38.72,4.45
Armenia,1997,40.69,4.7
Armenia,1998,38.05,5.43
Armenia,1999,41,4.98
Armenia,2000,40.77,6.01
Armenia,2001,42.02,5.88
Armenia,2002,48.19,6.74
Armenia,2003,49.22,6.63
Armenia,2006,63.47,9.71
Armenia,2007,63.12,8.54
Armenia,2008,64.3,10.35
Armenia,2009,65.75,11.09
Armenia,2010,62.31,8.81
Armenia,2011,61.25,9.41
Armenia,2012,56.1,8.92
Armenia,2013,52.58,8.18
Armenia,2014,57.37,7.99
Armenia,2015,59.03,9.16
Armenia,2016,56.99,7.71
Armenia,2017,51.12,9.04
Armenia,2018,48.05,7.31
Armenia,2019,54.56,9.32
Australia,1950,14.87,3.11
Australia,1951,15.9,3.38
Australia,1952,18.77,3.41
Australia,1953,19.59,4.21
Australia,1954,20.6,3.36
Australia,1955,22.6,3.31
Australia,1956,23.91,3.87
Australia,1957,26.07,3.57
Australia,1958,25.98,3.67
Australia,1959,28.61,3.7
Australia,1960,29.56,3.87
Australia,1961,32.45,4
Australia,1962,34.74,4.33
Australia,1963,35.97,4.39
Australia,1964,38.51,4.94
Australia,1965,39.41,4.74
Australia,1966,41.74,5.02
Australia,1967,43.59,5.74
Australia,1968,45,5.74
Australia,1969,46.75,5.66
Australia,1970,47.79,7.18
Australia,1971,49.28,7.53
Australia,1972,50.06,7.13
Australia,1973,51.24,7.82
Australia,1974,53.83,7.69
Australia,1975,52.37,7.85
Australia,1976,53.83,8.58
Australia,1977,52.72,9.83
Australia,1978,53.22,9.97
Australia,1979,53.81,10.3
Australia,1980,56.21,10.8
Australia,1981,55.47,10.46
Australia,1982,55.42,11.55
Australia,1983,54.51,12.47
Australia,1984,54.62,12.4
Australia,1985,53.78,12.65
Australia,1986,51.02,13.17
Australia,1987,51.36,12.54
Australia,1988,51.19,14.1
Australia,1989,51.27,14.49
Australia,1990,47.27,14.06
Australia,1991,46.67,15.03
Australia,1992,46.68,14.37
Australia,1993,44.42,14.97
Australia,1994,46.23,15.3
Australia,1995,43.14,15.36
Australia,1996,42.99,15.54
Australia,1997,40.69,15.43
Australia,1998,40.3,14.88
Australia,1999,38.52,14.9
Australia,2000,36.98,15.79
Australia,2001,36.33,15.88
Australia,2002,35.51,16.34
Australia,2003,33,15.52
Australia,2004,33.92,15.49
Australia,2006,32.46,16.22
Australia,2007,30.96,16.6
Australia,2008,31.88,16.12
Australia,2009,29.32,16.36
Australia,2010,29.39,16.61
Australia,2011,28.99,16.36
Australia,2012,27.54,16.27
Australia,2013,27.29,15.64
Australia,2014,26.27,15.72
Australia,2015,25.8,16.26
Australia,2016,25.02,15.31
Australia,2017,23.71,14.56
Australia,2018,23.6,15.24
Australia,2019,23.59,14.89
Australia,2020,20.89,14.51
Austria,1955,46.24,5.64
Austria,1956,49.07,6.92
Austria,1957,50.89,6.96
Austria,1958,51.36,7.22
Austria,1959,51.19,7.06
Austria,1960,53.61,5.97
Austria,1961,55.34,6.39
Austria,1962,53.28,6.9
Austria,1963,56.35,6.75
Austria,1964,53.35,6.49
Austria,1965,57.35,6.58
Austria,1966,56.58,7
Austria,1967,56.44,6.92
Austria,1968,58.89,7.27
Austria,1969,57.28,7.12
Austria,1970,56.04,6.51
Austria,1971,56.14,7.42
Austria,1972,57.6,7.17
Austria,1973,58.76,7.41
Austria,1974,57.33,7.93
Austria,1975,57.71,7.65
Austria,1976,57.28,7.43
Austria,1977,57.9,7.67
Austria,1978,56.27,8.01
Austria,1979,58.39,8.08
Austria,1980,57.32,8.35
Austria,1981,55.77,8.42
Austria,1982,54.28,9.3
Austria,1983,55.5,8.97
Austria,1984,57.49,10.1
Austria,1985,54.35,9.18
Austria,1986,53.53,9.14
Austria,1987,53.12,10.23
Austria,1988,52.29,10.71
Austria,1989,52.14,9.75
Austria,1990,51.95,9.98
Austria,1991,52.22,10.97
Austria,1992,49.73,10.62
Austria,1993,51.76,10.97
Austria,1994,47.64,11.68
Austria,1995,46.88,11.02
Austria,1996,47.1,11.75
Austria,1997,45.47,12.35
Austria,1998,46.04,12.28
Austria,1999,43.22,12.47
Austria,2000,42.13,13.1
Austria,2001,40.82,12.12
Austria,2002,42.02,13.41
Austria,2003,40.04,12.74
Austria,2004,39.06,13.67
Austria,2005,38.21,12.95
Austria,2006,37.83,13.1
Austria,2007,35.41,14.74
Austria,2008,36.83,14.75
Austria,2009,35.96,14.43
Austria,2010,35.25,14.98
Austria,2011,33.43,15.37
Austria,2012,32.92,15.82
Austria,2013,33.11,14.87
Austria,2014,32.69,16.63
Austria,2015,31.2,16.54
Austria,2016,30.9,16.86
Austria,2017,29.96,15.82
Austria,2018,30.36,16.31
Austria,2019,27.79,17
Austria,2020,28.04,16.04
Azerbaijan,1981,38.43,4.92
Azerbaijan,1982,37.75,5.95
Azerbaijan,1985,35.13,4.94
Azerbaijan,1986,39.75,5.38
Azerbaijan,1987,40.46,6.11
Azerbaijan,1988,37.46,5.9
Azerbaijan,1989,35.06,5.22
Azerbaijan,1990,28.79,4.76
Azerbaijan,1991,30.37,5.14
Azerbaijan,1992,30.84,5.19
Azerbaijan,1993,28.03,4.59
Azerbaijan,1994,24.07,4.81
Azerbaijan,1995,23.15,3.42
Azerbaijan,1996,24.36,3.88
Azerbaijan,1997,25.39,4.2
Azerbaijan,1998,22.37,3.74
Azerbaijan,1999,24.77,4.34
Azerbaijan,2000,21.9,4.21
Azerbaijan,2001,22.95,4.39
Azerbaijan,2002,23.17,5.11
Azerbaijan,2003,25.56,4.89
Azerbaijan,2004,23.82,5
Azerbaijan,2007,13.08,2.98
Bahamas,1972,16.96,6.56
Bahamas,1975,8.59,11.62
Bahamas,1979,14.1,4.33
Bahamas,1980,34.89,0.69
Bahamas,1981,25.4,1.16
Bahamas,1984,34.66,9.27
Bahamas,1985,23.95,10.98
Bahamas,1987,27.24,14.63
Bahamas,1993,17.08,5.26
Bahamas,1994,25.21,4.84
Bahamas,1995,28.17,7.08
Bahamas,1996,21.66,5.33
Bahamas,1997,20.92,3.96
Bahamas,1998,18.77,5.82
Bahamas,1999,16.23,7.08
Bahamas,2000,14.97,7.75
Bahamas,2001,12.52,5.42
Bahamas,2002,20.33,1.54
Bahamas,2003,25.6,6.2
Bahamas,2004,12.49,1.59
Bahamas,2005,18.27,6.37
Bahamas,2006,14.84,5.03
Bahamas,2007,16.27,4.03
Bahamas,2008,18.42,4.7
Bahamas,2009,15.99,7.52
Bahamas,2010,17.98,7.94
Bahamas,2011,19.75,5.58
Bahamas,2012,12.49,4.65
Bahamas,2013,10.23,5.69
Bahamas,2014,9.24,3.96
Bahamas,2015,12.23,4.88
Bahrain,1985,49.25,17.34
Bahrain,1987,45.38,11.38
Bahrain,1988,38.01,14.44
Bahrain,1997,34.83,5.83
Bahrain,1998,37.44,13.53
Bahrain,1999,29.7,10.63
Bahrain,2000,25.54,12.23
Bahrain,2001,36.16,7.42
Bahrain,2002,40.45,6.39
Bahrain,2003,28.51,12.17
Bahrain,2004,27.12,10.28
Bahrain,2005,15.2,10.07
Bahrain,2006,16.8,7.77
Bahrain,2007,15.84,5.18
Bahrain,2008,15.55,10.76
Bahrain,2009,12.36,6.64
Bahrain,2010,16.68,6.6
Bahrain,2011,14.77,6.68
Bahrain,2012,13.47,4
Bahrain,2013,9.79,5.54
Bahrain,2014,7.68,1.22
Barbados,1960,9.89,3.2
Barbados,1961,15.06,4.98
Barbados,1962,8.6,5.36
Barbados,1963,10.45,6.26
Barbados,1964,10.53,3.56
Barbados,1966,9.01,0
Barbados,1967,13.71,2.02
Barbados,1968,8.09,2.63
Barbados,1969,9.39,5.6
Barbados,1970,10.61,2.76
Barbados,1971,14.75,1.38
Barbados,1972,7.27,0.62
Barbados,1973,11.58,3.16
Barbados,1974,16.38,2.56
Barbados,1975,16.66,6.37
Barbados,1976,12.96,4.11
Barbados,1977,11.42,3.64
Barbados,1978,22.03,4.31
Barbados,1979,8.49,4.9
Barbados,1980,17.86,3.88
Barbados,1981,22.73,4.28
Barbados,1982,14.48,5.32
Barbados,1983,15.79,4.05
Barbados,1984,18.74,1.91
Barbados,1985,13.83,5.49
Barbados,1986,18.21,3.39
Barbados,1987,14.95,5.01
Barbados,1988,15.95,3.25
Barbados,1989,15.76,3.76
Barbados,1990,16.84,1.97
Barbados,1991,12.63,5.39
Barbados,1992,16.67,6.23
Barbados,1993,20.56,3.93
Barbados,1994,13.27,2.24
Barbados,1995,13.1,4.11
Barbados,2000,9.71,2.56
Barbados,2001,6.88,1.46
Barbados,2002,7.16,4.94
Barbados,2003,11.6,3.37
Barbados,2004,9.7,2.02
Barbados,2005,9.14,5.05
Barbados,2006,8.17,0.81
Barbados,2007,7.53,2.11
Barbados,2008,8.91,1.9
Barbados,2009,9.08,4.97
Barbados,2010,7.84,5.52
Barbados,2011,6.99,6.56
Barbados,2012,11.81,4.25
Barbados,2013,7.95,4.06
Belarus,1981,40.29,4.25
Belarus,1982,43.21,4.18
Belarus,1985,51.48,4.79
Belarus,1986,52.51,4.76
Belarus,1987,55.21,5.61
Belarus,1988,56.4,4.96
Belarus,1989,61.17,5.19
Belarus,1990,60.75,5.08
Belarus,1991,61.36,5.74
Belarus,1992,64.75,5.62
Belarus,1993,65.86,5.49
Belarus,1994,65.5,4.87
Belarus,1995,66.92,4.9
Belarus,1996,64.29,4.64
Belarus,1997,65.49,5.08
Belarus,1998,64.05,4.7
Belarus,1999,62.52,4.13
Belarus,2000,60.77,4.33
Belarus,2001,60.32,4.23
Belarus,2002,59.8,4.23
Belarus,2003,59.06,4.01
Belarus,2007,52.7,3.96
Belarus,2008,52.93,3.97
Belarus,2009,51.23,3.82
Belarus,2010,51.76,4.16
Belarus,2011,49.76,3.91
Belarus,2013,43.5,3.62
Belarus,2014,43.77,3.52
Belarus,2018,44.52,3.79
Belgium,1954,28.55,3.97
Belgium,1955,29.37,4.19
Belgium,1956,32.48,3.54
Belgium,1957,33.26,4.2
Belgium,1958,34.48,4.28
Belgium,1959,36.56,4.04
Belgium,1960,41.16,4.28
Belgium,1961,43.57,4.71
Belgium,1962,45.63,5.03
Belgium,1963,48.19,4.69
Belgium,1964,49.9,5.22
Belgium,1965,54.72,5.01
Belgium,1966,54.65,4.6
Belgium,1967,57.11,5.38
Belgium,1968,59.23,5.14
Belgium,1969,60.38,5.19
Belgium,1970,64.17,4.94
Belgium,1971,70.26,5.12
Belgium,1972,72.99,5.81
Belgium,1973,74.41,6.48
Belgium,1974,73.74,6.07
Belgium,1975,76.01,6.52
Belgium,1976,78.4,6.39
Belgium,1977,84.92,6.79
Belgium,1978,87.11,6.45
Belgium,1979,86.52,6.61
Belgium,1980,88.33,6.93
Belgium,1981,89.28,7.59
Belgium,1982,87.24,7.14
Belgium,1983,91.77,7.2
Belgium,1984,90.36,7.16
Belgium,1985,91.04,8.02
Belgium,1986,88,8.43
Belgium,1987,87.23,8.3
Belgium,1988,88.31,8.44
Belgium,1989,83,8.59
Belgium,1990,82.76,9.28
Belgium,1991,81.29,9.56
Belgium,1992,81.95,10.31
Belgium,1993,82.04,10.23
Belgium,1994,79.18,10.76
Belgium,1995,80.54,10.82
Belgium,1996,75.47,10.63
Belgium,1997,77.31,11.7
Belgium,1998,70.76,11.17
Belgium,1999,66.63,11.03
Belgium,2000,65.85,11.91
Belgium,2001,65.66,11.63
Belgium,2002,63.01,12.03
Belgium,2003,60.73,12.63
Belgium,2004,57.91,13.04
Belgium,2005,59.55,14.28
Belgium,2006,57.85,14.73
Belgium,2007,55.74,14.82
Belgium,2008,55.97,15.51
Belgium,2009,53.9,15.14
Belgium,2010,53.78,16.69
Belgium,2011,51.6,17.52
Belgium,2012,47.67,16.22
Belgium,2013,46.68,17.37
Belgium,2014,45.87,17.17
Belgium,2015,42.41,17.23
Belgium,2016,41.58,16.77
Belgium,2017,37.24,15.61
Belgium,2018,36.08,15.87
Belize,1964,10.81,10.17
Belize,1965,7,12.53
Belize,1966,13.05,10.28
Belize,1967,0,0
Belize,1968,9.25,0
Belize,1969,11.84,2.55
Belize,1970,9.15,0
Belize,1971,0,2.67
Belize,1972,13.62,5.69
Belize,1973,5.35,8.62
Belize,1974,0,0
Belize,1975,2.69,2.69
Belize,1976,5.08,0
Belize,1977,7.29,2.21
Belize,1978,11.29,0
Belize,1979,1.68,0
Belize,1980,0,2.67
Belize,1982,14.85,5.92
Belize,1983,5.98,2.69
Belize,1984,26.7,5.52
Belize,1986,6.66,3.26
Belize,1987,13.87,2.13
Belize,1989,11.24,1.81
Belize,1990,10.56,5.3
Belize,1991,4,0
Belize,1993,16.71,4.02
Belize,1994,11.49,5.41
Belize,1995,19.41,0
Belize,1996,17.3,3.83
Belize,1997,19.86,5.24
Belize,1998,21.33,1.77
Belize,1999,25.51,1.89
Belize,2000,15.78,8.08
Belize,2001,20.51,4.74
Belize,2002,32.32,8.02
Belize,2003,17.74,3.16
Belize,2004,15.59,3.16
Belize,2005,28.64,9.03
Belize,2006,17.88,14.11
Belize,2007,19.45,7.15
Belize,2008,16.49,8.73
Belize,2009,10.83,7.34
Belize,2010,10.39,7.58
Belize,2011,20.5,3.07
Belize,2012,11.16,5.02
Belize,2013,12.99,3.4
Belize,2014,12.17,2.98
Belize,2015,15.23,7.83
Belize,2016,13.88,2.94
Bosnia and Herzegovina,1985,58.31,10.09
Bosnia and Herzegovina,1986,55.42,9.85
Bosnia and Herzegovina,1987,57.44,10.73
Bosnia and Herzegovina,1988,62.94,8.58
Bosnia and Herzegovina,1989,64.9,8.72
Bosnia and Herzegovina,1990,61.3,8.28
Bosnia and Herzegovina,1991,64.49,10.33
Bosnia and Herzegovina,2011,53.74,10.69
Bosnia and Herzegovina,2014,50.32,11.04
Bosnia and Herzegovina,2016,50.49,13.4
Bosnia and Herzegovina,2017,48.07,13.44
Bosnia and Herzegovina,2018,49.58,12.31
Bosnia and Herzegovina,2019,49.13,14.39
Bosnia and Herzegovina,2020,45.76,12.09
Brazil,1979,14.12,4.09
Brazil,1980,15.14,4.4
Brazil,1981,15.39,4.26
Brazil,1982,16.32,4.51
Brazil,1983,16.15,4.53
Brazil,1984,16.33,4.61
Brazil,1985,16.49,4.83
Brazil,1986,17.35,4.66
Brazil,1987,18.42,5.41
Brazil,1988,19.16,5.57
Brazil,1989,18.93,5.34
Brazil,1990,19.06,5.58
Brazil,1991,18.97,5.82
Brazil,1992,19.28,5.92
Brazil,1993,18.98,5.75
Brazil,1994,19.33,6.09
Brazil,1995,19.29,6.22
Brazil,1996,18.98,6.24
Brazil,1997,19.38,6.51
Brazil,1998,19.01,6.44
Brazil,1999,18.83,6.73
Brazil,2000,19.04,6.95
Brazil,2001,18.88,6.95
Brazil,2002,18.77,6.89
Brazil,2003,18.66,7.3
Brazil,2004,19.16,7.52
Brazil,2005,19.06,7.63
Brazil,2006,18.52,7.98
Brazil,2007,18.9,8.22
Brazil,2008,18.66,8.41
Brazil,2009,18.26,8.42
Brazil,2010,18.19,8.57
Brazil,2011,17.54,8.78
Brazil,2012,17.6,8.95
Brazil,2013,17.62,9.04
Brazil,2014,17.34,9.28
Brazil,2015,17.18,9.52
Brazil,2016,17.03,9.44
Brazil,2017,16.56,9.51
Brazil,2018,16.19,9.59
Brazil,2019,15.65,9.34
Brunei,1996,29.84,15.04
Brunei,1997,18.48,23.15
Brunei,1998,32.1,19.85
Brunei,1999,22.51,28.73
